Name,Link,OfficialTitle,LegisType,BillStage
BILLS-115sres487is,https://www.govinfo.gov/content/pkg/BILLS-115sres487is/xml/BILLS-115sres487is.xml,"Affirming a commitment to elevate the voices, leadership, and needs of historically and currently
			 disenfranchised and underserved communities in the effort to end sexual
			 violence and support all survivors of sexual violence, including immigrant
			 survivors, survivors with disabilities, survivors of color, American
			 Indian or Alaska Native survivors, survivors of child sexual abuse, queer
			 and intersex survivors, and lesbian, gay, bisexual, and transgender
			 survivors. ",RESOLUTION,
BILLS-115s2572is,https://www.govinfo.gov/content/pkg/BILLS-115s2572is/xml/BILLS-115s2572is.xml,"To amend the Elementary and Secondary Education Act of 1965 to address and take action to prevent
			 bullying and harassment of students.",A BILL,Introduced-in-Senate
BILLS-115hres203rh,https://www.govinfo.gov/content/pkg/BILLS-115hres203rh/xml/BILLS-115hres203rh.xml,"Of inquiry requesting the President, and directing the Attorney General, to transmit, respectively,
			 certain documents to the House of Representatives relating to certain
			 communications by the President of the United States.",RESOLUTION,
BILLS-115hres854ih,https://www.govinfo.gov/content/pkg/BILLS-115hres854ih/xml/BILLS-115hres854ih.xml,"Affirming a commitment to elevate the voices, leadership, and needs of historically and currently
			 disenfranchised and underserved communities in the effort to end sexual
			 violence and support all survivors of sexual violence, including immigrant
			 survivors, survivors with disabilities, survivors of color, survivors of
			 child sexual abuse, and lesbian, gay, bisexual, and transgender survivors.",RESOLUTION,
BILLS-115hr2538ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2538ih/xml/BILLS-115hr2538ih.xml,To provide certain workplace protections to interns relating to discriminatory practices.,A BILL,Introduced-in-House
BILLS-115hr1957ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1957ih/xml/BILLS-115hr1957ih.xml,"To amend the Elementary and Secondary Education Act of 1965 to address and take action to prevent
			 bullying and harassment of students.",A BILL,Introduced-in-House
BILLS-115hres1066ih,https://www.govinfo.gov/content/pkg/BILLS-115hres1066ih/xml/BILLS-115hres1066ih.xml,"Expressing the sense of the House of Representatives that protections for individuals with pre-existing conditions should be retained in law regardless of further amendments to, or the repeal of, the Patient Protection and Affordable Care Act.",RESOLUTION,
BILLS-115hres1060ih,https://www.govinfo.gov/content/pkg/BILLS-115hres1060ih/xml/BILLS-115hres1060ih.xml,Commending Alice Allison Dunnigan for her barrier-breaking career in journalism.,RESOLUTION,
BILLS-115s3784is,https://www.govinfo.gov/content/pkg/BILLS-115s3784is/xml/BILLS-115s3784is.xml,"To address the needs of workers in industries likely to be impacted by rapidly evolving
			 technologies. ",A BILL,Introduced-in-Senate
BILLS-115hr6359ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6359ih/xml/BILLS-115hr6359ih.xml,"To direct the head of each department and agency of the United States to submit annual reports to
			 Congress on the security clearances to individuals by reason of the
			 individuals’ affiliation with hate groups, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3129is,https://www.govinfo.gov/content/pkg/BILLS-115s3129is/xml/BILLS-115s3129is.xml,"To amend the Carl D. Perkins Career and Technical Education Act of 2006 in order to improve career
			 and technical education, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr4114ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4114ih/xml/BILLS-115hr4114ih.xml,"To require Federal agencies to address environmental justice, to require consideration of
			 cumulative impacts in certain permitting decisions, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr5195ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5195ih/xml/BILLS-115hr5195ih.xml,"To improve diversity and inclusion in the workforce of national security agencies, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr1563ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1563ih/xml/BILLS-115hr1563ih.xml,"To amend the Public Health Service Act to provide for the establishment of a mesothelioma patient
			 registry, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1610is,https://www.govinfo.gov/content/pkg/BILLS-115s1610is/xml/BILLS-115s1610is.xml,"To require law enforcement agencies to report the use of lethal force, and for other purposes. ",A BILL,Introduced-in-Senate
BILLS-115sres589ats,https://www.govinfo.gov/content/pkg/BILLS-115sres589ats/xml/BILLS-115sres589ats.xml,"Designating July 28, 2018, as ",RESOLUTION,
BILLS-115s1996is,https://www.govinfo.gov/content/pkg/BILLS-115s1996is/xml/BILLS-115s1996is.xml,"To require Federal agencies to address environmental justice, to require consideration of
			 cumulative impacts in certain permitting decisions, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115hr4271ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4271ih/xml/BILLS-115hr4271ih.xml,"To block the implementation of certain presidential actions that restrict individuals from certain
			 countries from entering the United States.",A BILL,Introduced-in-House
BILLS-115s248is,https://www.govinfo.gov/content/pkg/BILLS-115s248is/xml/BILLS-115s248is.xml,"To block implementation of the Executive order that restricts individuals from certain countries
			 from entering the United States.",A BILL,Introduced-in-Senate
BILLS-115hr4933ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4933ih/xml/BILLS-115hr4933ih.xml,"To prohibit the use of Federal funds to implement the policy changes in the notices terminating
			 temporary status for natives of Nicaragua, Haiti, and El Salvador, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr2096ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2096ih/xml/BILLS-115hr2096ih.xml,"To amend the Juvenile Justice and Delinquency Prevention Act of 1974 to require the publication of
			 certain demographic data regarding missing children, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115s1979is,https://www.govinfo.gov/content/pkg/BILLS-115s1979is/xml/BILLS-115s1979is.xml,"To block the implementation of certain presidential actions that restrict individuals from certain
			 countries
			 from entering the United States.",A BILL,Introduced-in-Senate
BILLS-115s549is,https://www.govinfo.gov/content/pkg/BILLS-115s549is/xml/BILLS-115s549is.xml,"To block implementation of the Executive Order that restricts individuals from certain countries
			 from entering the United States.",A BILL,Introduced-in-Senate
BILLS-115s924is,https://www.govinfo.gov/content/pkg/BILLS-115s924is/xml/BILLS-115s924is.xml,"To improve diversity and inclusion in the workforce of national security agencies, and for other
			 purposes.",A BILL,Introduced-in-Senate
BILLS-115sres555ats,https://www.govinfo.gov/content/pkg/BILLS-115sres555ats/xml/BILLS-115sres555ats.xml,"Recognizing the freedom of Muslims of the United States to exercise their religion and participate
			 in the civil systems of their country.",RESOLUTION,
BILLS-115hr1926ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1926ih/xml/BILLS-115hr1926ih.xml,"To amend title 18, United States Code, to ensure that juveniles adjudicated in Federal delinquency
			 proceedings are not subject to solitary confinement while committed to
			 juvenile facilities.",A BILL,Introduced-in-House
BILLS-115hr4065ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4065ih/xml/BILLS-115hr4065ih.xml,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to establish grants to reduce the
			 incidence of hate crimes, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr152ih,https://www.govinfo.gov/content/pkg/BILLS-115hr152ih/xml/BILLS-115hr152ih.xml,"To provide for the issuance of a forever stamp to recognize the historical importance of Prince
			 Hall Freemasonry, and for other purposes.",A BILL,Introduced-in-House
BILLS-115sres225is,https://www.govinfo.gov/content/pkg/BILLS-115sres225is/xml/BILLS-115sres225is.xml,"Designating July 22, 2017, as ",RESOLUTION,
BILLS-115hr5862ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5862ih/xml/BILLS-115hr5862ih.xml,To amend ,A BILL,Introduced-in-House
BILLS-115sres225ats,https://www.govinfo.gov/content/pkg/BILLS-115sres225ats/xml/BILLS-115sres225ats.xml,"Designating July 22, 2017, as ",RESOLUTION,
BILLS-115hr6765ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6765ih/xml/BILLS-115hr6765ih.xml,"To direct the Secretary of Education to establish a competitive grant program to award grants to
			 local educational agencies to address implicit bias in elementary and
			 secondary schools, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5977ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5977ih/xml/BILLS-115hr5977ih.xml,"To improve Federal efforts with respect to the prevention of maternal mortality, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hres203ih,https://www.govinfo.gov/content/pkg/BILLS-115hres203ih/xml/BILLS-115hres203ih.xml,"Of inquiry requesting the President, and directing the Attorney General, to transmit, respectively,
			 certain documents to the House of Representatives relating to certain
			 communications by the President of the United States.",RESOLUTION,
BILLS-115hres700ih,https://www.govinfo.gov/content/pkg/BILLS-115hres700ih/xml/BILLS-115hres700ih.xml,"Expressing the sense of the House of Representatives regarding President Donald J. Trump’s remarks
			 about Haiti, El Salvador, and African Nations.",RESOLUTION,
BILLS-115hr684ih,https://www.govinfo.gov/content/pkg/BILLS-115hr684ih/xml/BILLS-115hr684ih.xml,"To prohibit recovery of damages in certain wrongful birth and wrongful life civil actions, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hres936ih,https://www.govinfo.gov/content/pkg/BILLS-115hres936ih/xml/BILLS-115hres936ih.xml,"Expressing support for designation of June 19, 2018, as ",RESOLUTION,
BILLS-115sres737ats,https://www.govinfo.gov/content/pkg/BILLS-115sres737ats/xml/BILLS-115sres737ats.xml,"Recognizing the 75th anniversary of the establishment of the United States Cadet Nurse Corps and
			 expressing the appreciation of the Senate for the contribution of the
			 members of the United States Cadet Nurse Corps during World War II. ",RESOLUTION,
BILLS-115hres19ih,https://www.govinfo.gov/content/pkg/BILLS-115hres19ih/xml/BILLS-115hres19ih.xml,Supporting the goals and ideals of Jubilee Day.,RESOLUTION,
BILLS-115hres975ih,https://www.govinfo.gov/content/pkg/BILLS-115hres975ih/xml/BILLS-115hres975ih.xml,"Expressing the sense of the House of Representatives that Americans have a right to fair
			 representation and that America’s democratic institutions are in urgent
			 need of repair to provide greater responsiveness and accountability to the
			 people through critical reforms that empower the American voter,
			 strengthen our Nation’s ethics laws, and fix our broken campaign finance
			 system.",RESOLUTION,
BILLS-115hr6637ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6637ih/xml/BILLS-115hr6637ih.xml,"To direct the Secretary of Veterans Affairs to study and report on the prevalence of
			 cholangiocarcinoma in veterans of the Vietnam era, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3651is,https://www.govinfo.gov/content/pkg/BILLS-115s3651is/xml/BILLS-115s3651is.xml,"To require the Attorney General to study the effectiveness of retail theft rehabilitation programs
			 and to clarify that such programs are permissible under Federal law.",A BILL,Introduced-in-Senate
BILLS-115s2658is,https://www.govinfo.gov/content/pkg/BILLS-115s2658is/xml/BILLS-115s2658is.xml,"To amend the Public Health Service Act to provide for systematic data collection, analysis, and
			 epidemiological research regarding neonatal abstinence syndrome.",A BILL,Introduced-in-Senate
BILLS-115hr6279ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6279ih/xml/BILLS-115hr6279ih.xml,"To amend the Safe and Drug-Free Schools and Communities Act to include bullying and harassment
			 prevention programs.",A BILL,Introduced-in-House
BILLS-115s2462is,https://www.govinfo.gov/content/pkg/BILLS-115s2462is/xml/BILLS-115s2462is.xml,To place restrictions on searches and seizures of electronic devices at the border.,A BILL,Introduced-in-Senate
BILLS-115hr3517ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3517ih/xml/BILLS-115hr3517ih.xml,To amend ,A BILL,Introduced-in-House
BILLS-115hr1927ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1927ih/xml/BILLS-115hr1927ih.xml,"To amend title 54, United States Code, to establish within the National Park Service the African
			 American Civil Rights Network, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hres656ih,https://www.govinfo.gov/content/pkg/BILLS-115hres656ih/xml/BILLS-115hres656ih.xml,Honoring the 100th anniversary of Boys Town.,RESOLUTION,
BILLS-115hres94ih,https://www.govinfo.gov/content/pkg/BILLS-115hres94ih/xml/BILLS-115hres94ih.xml,"Commending Sally Quillian Yates for refusing to enforce Donald Trump’s discriminatory Executive
			 Order 13769 (82 Fed. Reg. 8977; relating to ",RESOLUTION,
BILLS-115hres1126ih,https://www.govinfo.gov/content/pkg/BILLS-115hres1126ih/xml/BILLS-115hres1126ih.xml,Expressing support for the designation of September 23 as ,RESOLUTION,
BILLS-115hres948ih,https://www.govinfo.gov/content/pkg/BILLS-115hres948ih/xml/BILLS-115hres948ih.xml,"Recognizing June 19, 2018, as this year’s observance of the historical significance of Juneteenth
			 Independence Day.",RESOLUTION,
BILLS-115sres547ats,https://www.govinfo.gov/content/pkg/BILLS-115sres547ats/xml/BILLS-115sres547ats.xml,"Designating June 19, 2018, as ",RESOLUTION,
BILLS-115s3178es,https://www.govinfo.gov/content/pkg/BILLS-115s3178es/xml/BILLS-115s3178es.xml,"To amend title 18, United States Code, to specify lynching as a deprivation of civil rights, and
 for other purposes.",AN ACT,Engrossed-in-Senate
BILLS-115hr6495ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6495ih/xml/BILLS-115hr6495ih.xml,"To direct the Secretary of Health and Human Services to enter into a 10-year arrangement with the
			 National Academy of Sciences to conduct and update biennially a study on
			 the effects of State legalized marijuana programs, and for other purposes.",A BILL,Introduced-in-House
BILLS-115sres144is,https://www.govinfo.gov/content/pkg/BILLS-115sres144is/xml/BILLS-115sres144is.xml,"Designating May 1, 2017, as ",RESOLUTION,
BILLS-115s3039is,https://www.govinfo.gov/content/pkg/BILLS-115s3039is/xml/BILLS-115s3039is.xml,"To provide funding for the development of a predictive analytics pilot program to help children and
			 families who come to the attention of the child welfare system.",A BILL,Introduced-in-Senate
BILLS-115hr735ih,https://www.govinfo.gov/content/pkg/BILLS-115hr735ih/xml/BILLS-115hr735ih.xml,To prohibit the enforcement of certain Executive orders.,A BILL,Introduced-in-House
BILLS-115hr5991ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5991ih/xml/BILLS-115hr5991ih.xml,"To require the collection of data by officers enforcing United States laws and regulations, including at border security stops within United States borders, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2832is,https://www.govinfo.gov/content/pkg/BILLS-115s2832is/xml/BILLS-115s2832is.xml,"To require the collection of data by officers enforcing United States laws and regulations,
			 including at border security stops within United States borders, and for
			 other
			 purposes. ",A BILL,Introduced-in-Senate
BILLS-115hr1222rs,https://www.govinfo.gov/content/pkg/BILLS-115hr1222rs/xml/BILLS-115hr1222rs.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research
			 efforts and to improve public education and awareness of congenital heart
			 disease, and for other purposes.",AN ACT,Reported-in-Senate
BILLS-115sres459is,https://www.govinfo.gov/content/pkg/BILLS-115sres459is/xml/BILLS-115sres459is.xml,Recognizing ,RESOLUTION,
BILLS-115sres576is,https://www.govinfo.gov/content/pkg/BILLS-115sres576is/xml/BILLS-115sres576is.xml,"Designating September 4, 2018, as ",RESOLUTION,
BILLS-115hres386ih,https://www.govinfo.gov/content/pkg/BILLS-115hres386ih/xml/BILLS-115hres386ih.xml,"Recognizing June 19, 2017, as this year’s observance of the historical significance of Juneteenth
			 Independence Day.",RESOLUTION,
BILLS-115hr6464ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6464ih/xml/BILLS-115hr6464ih.xml,"To amend the Higher Education Act of 1965 to increase transparency and reporting on campus sexual
			 violence, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hres130ih,https://www.govinfo.gov/content/pkg/BILLS-115hres130ih/xml/BILLS-115hres130ih.xml,"Supporting efforts to increase competition and accountability in the health insurance marketplace,
			 and to extend accessible, quality, affordable health care coverage to
			 every American through the choice of a public insurance plan.",RESOLUTION,
BILLS-115hres925ih,https://www.govinfo.gov/content/pkg/BILLS-115hres925ih/xml/BILLS-115hres925ih.xml,Recognizing people of African descent and Black Europeans.,RESOLUTION,
BILLS-115sres214ats,https://www.govinfo.gov/content/pkg/BILLS-115sres214ats/xml/BILLS-115sres214ats.xml,"Designating June 19, 2017, as ",RESOLUTION,
BILLS-115hr5028ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5028ih/xml/BILLS-115hr5028ih.xml,"To amend the Securities Exchange Act of 1934 to require disclosure of payments for settlements of
			 disputes regarding sexual abuse and certain types of harassment and
			 discrimination, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hres297ih,https://www.govinfo.gov/content/pkg/BILLS-115hres297ih/xml/BILLS-115hres297ih.xml,Expressing support for designation of April 2017 as ,RESOLUTION,
BILLS-115sres128ats,https://www.govinfo.gov/content/pkg/BILLS-115sres128ats/xml/BILLS-115sres128ats.xml,Designating April 2017 as ,RESOLUTION,
BILLS-115sres128is,https://www.govinfo.gov/content/pkg/BILLS-115sres128is/xml/BILLS-115sres128is.xml,Designating April 2017 as ,RESOLUTION,
BILLS-115sres576ats,https://www.govinfo.gov/content/pkg/BILLS-115sres576ats/xml/BILLS-115sres576ats.xml,"Designating September 4, 2018, as ",RESOLUTION,
BILLS-115hr3676ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3676ih/xml/BILLS-115hr3676ih.xml,To provide that human life shall be deemed to exist from conception.,A BILL,Introduced-in-House
BILLS-115hr2360ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2360ih/xml/BILLS-115hr2360ih.xml,"To provide for systemic research, treatment, prevention, awareness, and dissemination of
			 information with respect to sports-related and other concussions.",A BILL,Introduced-in-House
BILLS-115sres390ats,https://www.govinfo.gov/content/pkg/BILLS-115sres390ats/xml/BILLS-115sres390ats.xml,Raising awareness and encouraging the prevention of stalking by designating January 2018 as ,RESOLUTION,
BILLS-115sres72is,https://www.govinfo.gov/content/pkg/BILLS-115sres72is/xml/BILLS-115sres72is.xml,"Celebrating the history of the Detroit River with the 16-year commemoration of the International
			 Underground Railroad Memorial Monument, comprised of the Gateway to
			 Freedom Monument in Detroit, Michigan, and the Tower of Freedom Monument
			 in Windsor, Ontario, Canada.",RESOLUTION,
BILLS-115sres214is,https://www.govinfo.gov/content/pkg/BILLS-115sres214is/xml/BILLS-115sres214is.xml,"Designating June 19, 2017, as ",RESOLUTION,
BILLS-115hres158ih,https://www.govinfo.gov/content/pkg/BILLS-115hres158ih/xml/BILLS-115hres158ih.xml,"Celebrating the history of the Detroit River with the 16-year commemoration of the International Underground Railroad Memorial Monument, comprised of the Gateway to Freedom Monument in Detroit, Michigan, and the Tower of Freedom Monument in Windsor, Ontario, Canada.",RESOLUTION,
BILLS-115hres428ih,https://www.govinfo.gov/content/pkg/BILLS-115hres428ih/xml/BILLS-115hres428ih.xml,Expressing support for the designation of ,RESOLUTION,
BILLS-115hr1222enr,https://www.govinfo.gov/content/pkg/BILLS-115hr1222enr/xml/BILLS-115hr1222enr.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research efforts and to improve public education and awareness of congenital heart disease, and for other purposes.",AN ACT,Enrolled-Bill
BILLS-115hr266ih,https://www.govinfo.gov/content/pkg/BILLS-115hr266ih/xml/BILLS-115hr266ih.xml,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to provide that COPS grant funds   
			     may be used to hire and train new, additional career law enforcement
			 officers who are residents of the communities they serve, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115s2454is,https://www.govinfo.gov/content/pkg/BILLS-115s2454is/xml/BILLS-115s2454is.xml,"To amend the Securities Exchange Act of 1934 to require disclosure of payments for settlements of
			 disputes regarding sexual abuse and certain types of harassment and
			 discrimination, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115sres508is,https://www.govinfo.gov/content/pkg/BILLS-115sres508is/xml/BILLS-115sres508is.xml,"Supporting the goals of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome International Awareness
			 Day.",RESOLUTION,
BILLS-115hr5206rs,https://www.govinfo.gov/content/pkg/BILLS-115hr5206rs/xml/BILLS-115hr5206rs.xml,"To amend the Homeland Security Act of 2002 to establish the Office of Biometric Identity
			 Management, and for other purposes.",AN ACT,Reported-in-Senate
BILLS-115sres41ats,https://www.govinfo.gov/content/pkg/BILLS-115sres41ats/xml/BILLS-115sres41ats.xml,Raising awareness and encouraging the prevention of stalking by designating January 2017 as ,RESOLUTION,
BILLS-115s1570is,https://www.govinfo.gov/content/pkg/BILLS-115s1570is/xml/BILLS-115s1570is.xml,"To improve Federal population surveys by requiring the collection of voluntary, self-disclosed
			 information on sexual orientation and gender identity in certain surveys,
			 and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr2590ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2590ih/xml/BILLS-115hr2590ih.xml,"To authorize the Secretary of Education to carry out a program to increase access to
			 prekindergarten through grade 12 computer science education.",A BILL,Introduced-in-House
BILLS-115hr5292ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5292ih/xml/BILLS-115hr5292ih.xml,"To establish a task force to review new decennial census questions and their impact on response
			 rates for minorities, the accuracy of the census, redistricting, costs and
			 funding distribution, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1222eas,https://www.govinfo.gov/content/pkg/BILLS-115hr1222eas/xml/BILLS-115hr1222eas.xml,,Amendment:,
BILLS-115hres558ih,https://www.govinfo.gov/content/pkg/BILLS-115hres558ih/xml/BILLS-115hres558ih.xml,Recognizing October 7th as National Trigeminal Neuralgia Awareness Day.,RESOLUTION,
BILLS-115hres713ih,https://www.govinfo.gov/content/pkg/BILLS-115hres713ih/xml/BILLS-115hres713ih.xml,"Supporting the goals and ideals of the designation of January 1, 2015, to December 31, 2024, as the ",RESOLUTION,
BILLS-115hr2650ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2650ih/xml/BILLS-115hr2650ih.xml,"To amend the Age Discrimination in Employment Act of 1967 and other laws to clarify appropriate
			 standards for Federal employment discrimination and retaliation claims,
			 and for other purposes.",A BILL,Introduced-in-House
BILLS-115s443is,https://www.govinfo.gov/content/pkg/BILLS-115s443is/xml/BILLS-115s443is.xml,"To amend the Age Discrimination in Employment Act of 1967 and other laws to clarify appropriate
			 standards for Federal employment discrimination and retaliation claims,
			 and for other purposes. ",A BILL,Introduced-in-Senate
BILLS-115hjres95ih,https://www.govinfo.gov/content/pkg/BILLS-115hjres95ih/xml/BILLS-115hjres95ih.xml,Expressing support for designation of September 2017 as ,JOINT RESOLUTION,
BILLS-115hres818ih,https://www.govinfo.gov/content/pkg/BILLS-115hres818ih/xml/BILLS-115hres818ih.xml,Recognizing ,RESOLUTION,
BILLS-115hr5197rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr5197rfs/xml/BILLS-115hr5197rfs.xml,"To direct the Secretary of Health and Human Services to conduct a demonstration program to test
			 alternative pain management protocols to limit the use of opioids in
			 emergency departments.",AN ACT,Referred-in-Senate
BILLS-115hr411ih,https://www.govinfo.gov/content/pkg/BILLS-115hr411ih/xml/BILLS-115hr411ih.xml,"To direct the Secretary of Veterans Affairs to conduct a review of the deaths of certain veterans
			 who died by suicide, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3372is,https://www.govinfo.gov/content/pkg/BILLS-115s3372is/xml/BILLS-115s3372is.xml,"To require asylum officers to conduct credible fear screenings before admitting aliens seeking
			 asylum into the United States, to direct the Secretary of Homeland
			 Security to establish an alternatives to detention pilot
			 program, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr5197eh,https://www.govinfo.gov/content/pkg/BILLS-115hr5197eh/xml/BILLS-115hr5197eh.xml,To direct the Secretary of Health and Human Services to conduct a demonstration program to test alternative pain management protocols to limit the use of opioids in emergency departments.,AN ACT,Engrossed-in-House
BILLS-115hres406ih,https://www.govinfo.gov/content/pkg/BILLS-115hres406ih/xml/BILLS-115hres406ih.xml,"Recognizing the importance of public park and recreation facilities and activities and expressing
			 support for the designation of the month of July as ",RESOLUTION,
BILLS-115sres439is,https://www.govinfo.gov/content/pkg/BILLS-115sres439is/xml/BILLS-115sres439is.xml,Supporting the goals and ideals of Multiple Sclerosis Awareness Week.,RESOLUTION,
BILLS-115hres176ih,https://www.govinfo.gov/content/pkg/BILLS-115hres176ih/xml/BILLS-115hres176ih.xml,Supporting the goals and ideals of Multiple Sclerosis Awareness Week.,RESOLUTION,
BILLS-115hr3636ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3636ih/xml/BILLS-115hr3636ih.xml,To improve quality and accountability for educator preparation programs.,A BILL,Introduced-in-House
BILLS-115s1694is,https://www.govinfo.gov/content/pkg/BILLS-115s1694is/xml/BILLS-115s1694is.xml,To improve quality and accountability for educator preparation programs.,A BILL,Introduced-in-Senate
BILLS-115hr5761ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5761ih/xml/BILLS-115hr5761ih.xml,"To direct the Secretary of Health and Human Services to submit to the Congress on a biennial basis
			 a national plan to reduce the rate of maternal mortality.",A BILL,Introduced-in-House
BILLS-115hjres19ih,https://www.govinfo.gov/content/pkg/BILLS-115hjres19ih/xml/BILLS-115hjres19ih.xml,"Proposing an amendment to the Constitution of the United States to abolish the electoral college
			 and to provide for the direct election of the President and Vice President
			 of the United States.",JOINT RESOLUTION,
BILLS-115hr1222rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr1222rfs/xml/BILLS-115hr1222rfs.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research
			 efforts and to improve public education and awareness of congenital heart
			 disease, and for other purposes.",AN ACT,Referred-in-Senate
BILLS-115hr1222eh,https://www.govinfo.gov/content/pkg/BILLS-115hr1222eh/xml/BILLS-115hr1222eh.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research efforts and to improve public education and awareness of congenital heart disease, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr6101ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6101ih/xml/BILLS-115hr6101ih.xml,"To amend titles 5 and 38, United States Code, to ensure that certain employees of the Department of
			 Veterans Affairs are subject to the same removal, demotion, and suspension
			 policies as other employees of the Federal Government, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr2486ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2486ih/xml/BILLS-115hr2486ih.xml,"To amend title VI of the Civil Rights Act of 1964 to restore the right to individual civil actions
			 in cases involving disparate impact, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hres926ih,https://www.govinfo.gov/content/pkg/BILLS-115hres926ih/xml/BILLS-115hres926ih.xml,"Condemning Russian transgressions against international law and FIFA values during the 2018 World
			 Cup in Russia.",RESOLUTION,
BILLS-115sres569is,https://www.govinfo.gov/content/pkg/BILLS-115sres569is/xml/BILLS-115sres569is.xml,"Recognizing the importance of public park and recreation facilities and activities and providing
			 for the designation of the month of July 2018 as “Park and
			 Recreation
			 Month”.",RESOLUTION,
BILLS-115hres144ih,https://www.govinfo.gov/content/pkg/BILLS-115hres144ih/xml/BILLS-115hres144ih.xml,Recognizing the importance of establishing a national ,RESOLUTION,
BILLS-115sres322is,https://www.govinfo.gov/content/pkg/BILLS-115sres322is/xml/BILLS-115sres322is.xml,Supporting the goals and ideals of American Diabetes Month.,RESOLUTION,
BILLS-115hres751ih,https://www.govinfo.gov/content/pkg/BILLS-115hres751ih/xml/BILLS-115hres751ih.xml,"Calling on Congress to enact a new preclearance formula for the Voting Rights Act of 1965 and
			 condemning voter suppression laws enacted by States and political
			 subdivisions.",RESOLUTION,
BILLS-115sres403ats,https://www.govinfo.gov/content/pkg/BILLS-115sres403ats/xml/BILLS-115sres403ats.xml,Designating February 2018 as ,RESOLUTION,
BILLS-115hr6659ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6659ih/xml/BILLS-115hr6659ih.xml,"To improve the screening of transgender persons at airport security checkpoints, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hres79ih,https://www.govinfo.gov/content/pkg/BILLS-115hres79ih/xml/BILLS-115hres79ih.xml,Recognizing the significance of Black History Month.,RESOLUTION,
