,WordText,WordTextLower,CategoryLabel
9094,Altitude CNS,altitude cns,LAW
9095,section 45501(1,section 45501(1,LAW
9096,11687,11687,DATE
9097,"May 26, 2015","may 26, 2015",DATE
9098,Regulatory Docket Number FAA–2015–0117,regulatory docket number faa–2015–0117,PERSON
9099,Exemption No,exemption no,WORK_OF_ART
9100,section 44711(a)(1,section 44711(a)(1,LAW
9101,section 44103,section 44103,LAW
9102,Community Based,community based,ORG
9103,UAS,uas,ORG
9104,section 44703,section 44703,LAW
9105,61,61,CARDINAL
9106,the Center of Excellence for Unmanned Aircraft Systems,the center of excellence for unmanned aircraft systems,ORG
9107,333,333,CARDINAL
9108,334,334,CARDINAL
9109,336,336,CARDINAL
9110,chapter 455,chapter 455,LAW
9111,chapter 451,chapter 451,LAW
9112,5)(A)(i,5)(a)(i,CARDINAL
9113,section 44711,section 44711,LAW
9114,"January 1, 2009","january 1, 2009",DATE
9115,the National Telecommunications and Information Administration,the national telecommunications and information administration,ORG
9116,Presidential,presidential,ORG
9117,Civil Liberties,civil liberties,ORG
9118,at least 90,at least 90,CARDINAL
9119,"December 16, 2015","december 16, 2015",DATE
9120,Air Service Improvements,air service improvements,ORG
9121,Airline Customer Service Improvements,airline customer service improvements,ORG
9122,Tutuila,tutuila,GPE
9123,Manu’a,manu’a,ORG
9124,417,417,CARDINAL
9125,41724,41724,DATE
9126,399.85,399.85,CARDINAL
9127,section 91.3,section 91.3,PRODUCT
9128,121.533(d,121.533(d,CARDINAL
9129,121.580,121.580,CARDINAL
9130,Chapter 423,chapter 423,LAW
9131,42301,42301,DATE
9132,234.11,234.11,CARDINAL
9133,41713,41713,DATE
9134,section 41705,section 41705,LAW
9135,the Architectural and,the architectural and,ORG
9136,Transportation Barriers Compliance Board,transportation barriers compliance board,ORG
9137,Small Community Air Service,small community air service,ORG
9138,Essential air service,essential air service,ORG
9139,41742(a)(2,41742(a)(2,CARDINAL
9140,fiscal year 2011,fiscal year 2011,DATE
9141,"153,000,000","153,000,000",MONEY
9142,"156,000,000","156,000,000",MONEY
9143,"159,000,000","159,000,000",MONEY
9144,"165,000,000","165,000,000",MONEY
9145,"168,000,000","168,000,000",MONEY
9146,112–27,112–27,DATE
9147,the Essential Air Service,the essential air service,ORG
9148,section 41731(e,section 41731(e,LAW
9149,the Department of Transportation’s,the department of transportation’s,ORG
9150,"4,800,000","4,800,000",MONEY
9151,more than 8,more than 8,CARDINAL
9152,up to 3,up to 3,CARDINAL
9153,Wendell H. Ford Aviation Investment and Reform Act,wendell h. ford aviation investment and reform act,ACT
9154,FAA Extension,faa extension,ORG
9155,44903,44903,DATE
9156,the Piston Aviation Fuels Initiative,the piston aviation fuels initiative,ORG
9157,the American Society for Testing and Materials,the american society for testing and materials,ORG
9158,"January 1, 2024","january 1, 2024",DATE
9159,91,91,CARDINAL
9160,U.S. Hazardous Materials Regulations,u.s. hazardous materials regulations,ORG
9161,ICAO Technical Instructions,icao technical instructions,ORG
9162,the ICAO Technical Instructions,the icao technical instructions,ORG
9163,ICAO,icao,ORG
9164,the International Civil Aviation Organization,the international civil aviation organization,ORG
9165,Termination of Future of Aviation Advisory Committee,termination of future of aviation advisory committee,ORG
9166,The Future of Aviation Advisory Committee,the future of aviation advisory committee,ORG
9167,section 828,section 828,LAW
9168,44701,44701,DATE
9169,the Dangerous Goods Panel of the International Civil Aviation Organization,the dangerous goods panel of the international civil aviation organization,ORG
9170,828,828,CARDINAL
9171,section 47124,section 47124,LAW
9172,1 airport,1 airport,QUANTITY
9173,air navigation,air navigation,ORG
9174,nonhub airport,nonhub airport,PRODUCT
9175,"March 31, 2019","march 31, 2019",DATE
9176,Proposal,proposal,ORG
9177,the National Test Equipment Program,the national test equipment program,ORG
9178,Metropolitan Washington Airports Authority,metropolitan washington airports authority,ORG
9179,MWAA’s Office of Audit,mwaa’s office of audit,ORG
9180,section 47175,section 47175,LAW
9181,40128(a)(3,40128(a)(3,CARDINAL
9182,41906,41906,DATE
9183,41905,41905,DATE
9184,44718(b)(1,44718(b)(1,CARDINAL
9185,44703(f)(2,44703(f)(2,CARDINAL
9186,44703(g)(2,44703(g)(2,CARDINAL
9187,section 48101(a,section 48101(a,LAW
9188,61.51(j)(4,61.51(j)(4,CARDINAL
9189,Oklahoma,oklahoma,GPE
9190,Oklahoma City,oklahoma city,GPE
9191,United States European Union Air Transport Agreement,united states european union air transport agreement,ORG
9192,the United States European Union Air Transport Agreement,the united states european union air transport agreement,GPE
9193,April 2007,april 2007,DATE
9194,Article 17,article 17,LAW
9195,40101(e)(9,40101(e)(9,CARDINAL
9196,the Committee on Transportation and Infrastructure,the committee on transportation and infrastructure,ORG
9197,"later than March 31, 2019","later than march 31, 2019",DATE
9198,133,133,CARDINAL
9199,section 40125,section 40125,LAW
9200,40117(a)(3,40117(a)(3,CARDINAL
9201,47102(3,47102(3,CARDINAL
9202,47117(e)(1)(A,47117(e)(1)(a,CARDINAL
9203,section 47102(3)(P,section 47102(3)(p,LAW
9204,section 47141,section 47141,LAW
9205,section 47109,section 47109,DATE
9206,Federal,federal,NORP
9207,Employee Assault Prevention,employee assault prevention,ORG
9208,section 40102(a,section 40102(a,DATE
9209,5122(4,5122(4,CARDINAL
9210,5187,5187,DATE
9211,the Appropriations Committees of the Senate,the appropriations committees of the senate,ORG
9212,section 420,section 420,LAW
9213,5170c,5170c,DATE
9214,5172(a)(2,5172(a)(2,CARDINAL
9215,Hazard Mitigation,hazard mitigation,PERSON
9216,5189f,5189f,DATE
9217,Federal land management agency,federal land management agency,ORG
9218,The Office of the inspector general shall,the office of the inspector general shall,ORG
9219,the Disaster Recovery Reform Act,the disaster recovery reform act,ACT
9220,section 408(c)(1)(B,section 408(c)(1)(b,LAW
9221,more than 12 percent,more than 12 percent,PERCENT
9222,3716(e,3716(e,DATE
9223,the Public Works and Economic Development Act,the public works and economic development act,ACT
9224,the Post Katrina Emergency Management Reform Act of 2006,the post katrina emergency management reform act of 2006,ACT
9225,fiscal year 2008,fiscal year 2008,DATE
9226,the Sandy Recovery Improvement Act,the sandy recovery improvement act,ACT
9227,5189a,5189a,DATE
9228,the Unified Federal Environmental,the unified federal environmental,ORG
9229,Historic Preservation,historic preservation,ORG
9230,42 U.S.C. 5189,42 u.s.c. 5189,MONEY
9231,section 1508.4,section 1508.4,LAW
9232,section 406,section 406,LAW
9233,the last day of each month,the last day of each month,DATE
9234,the last day of the fiscal year,the last day of the fiscal year,DATE
9235,"August 1, 2017","august 1, 2017",DATE
9236,309,309,CARDINAL
9237,5172,5172,DATE
9238,the Federal Emergency Management Agency's,the federal emergency management agency's,ORG
9239,4002,4002,DATE
9240,1538,1538,DATE
9241,the Disaster Relief Fund,the disaster relief fund,ORG
9242,416,416,CARDINAL
9243,42 U.S.C. 5170c(a,42 u.s.c. 5170c(a,MONEY
9244,up to 75 percent,up to 75 percent,PERCENT
9245,5172(e)(1,5172(e)(1,CARDINAL
9246,106–390,106–390,DATE
9247,FAA Leadership,faa leadership,ORG
9248,Groundbreaking High Tech Research and Development,groundbreaking high tech research and development,ORG
9249,Code,code,ORG
9250,the National Aviation Research Plan,the national aviation research plan,ORG
9251,the Office of the Administrator,the office of the administrator,ORG
9252,section 44501(c,section 44501(c,LAW
9253,FAA Research and Development Organization,faa research and development organization,ORG
9254,The Associate Administrator for Research and Development,the associate administrator for research and development,ORG
9255,"40119, 44504,","40119, 44504,",DATE
9256,44505,44505,DATE
9257,44507,44507,DATE
9258,44511–44513,44511–44513,DATE
9259,44912,44912,CARDINAL
9260,Cyber Testbed,cyber testbed,ORG
9261,The Cyber Testbed,the cyber testbed,WORK_OF_ART
9262,NextGen,nextgen,PERSON
9263,National Institute of Standards and Technology,national institute of standards and technology,ORG
9264,the European Aviation Safety Agency,the european aviation safety agency,ORG
9265,"the United Kingdom Civil Aviation Authority, Nav Canada","the united kingdom civil aviation authority, nav canada",ORG
9266,Airservices Australia,airservices australia,ORG
9267,FAA Research and Development Activities,faa research and development activities,ACT
9268,PAFI,pafi,ORG
9269,Aviation Revenue Provisions,aviation revenue provisions,ORG
9270,9502(d)(1,9502(d)(1,CARDINAL
9271,9502(e)(2,9502(e)(2,CARDINAL
9272,1324a,1324a,DATE
9273,Unauthorized,unauthorized,ORG
9274,the Compact of Free Association,the compact of free association,ORG
9275,section 7209(b)(1,section 7209(b)(1,LAW
9276,108–458,108–458,CARDINAL
9277,1185,1185,DATE
9278,Identity,identity,ORG
9279,a U.S. Citizenship and Immigration Services,a u.s. citizenship and immigration services,ORG
9280,Immigrant,immigrant,ORG
9281,microfilm,microfilm,GPE
9282,the Employment Verification System,the employment verification system,ORG
9283,section 402(e)(1,section 402(e)(1,LAW
9284,"November 14, 2008","november 14, 2008",DATE
9285,"67,651","67,651",CARDINAL
9286,section 1016(e,section 1016(e,DATE
9287,the Critical Infrastructure Protection Act,the critical infrastructure protection act,ACT
9288,Agricultural,agricultural,ORG
9289,later than 3,later than 3,CARDINAL
9290,secondary,secondary,ORDINAL
9291,the Immigration and Employee Rights Section of,the immigration and employee rights section of,ORG
9292,1367(a)(2,1367(a)(2,CARDINAL
9293,20 business days,20 business days,DATE
9294,the period ending 120 days,the period ending 120 days,DATE
9295,section 286,section 286,LAW
9296,the Federal Old Age and Survivors Insurance Trust Fund,the federal old age and survivors insurance trust fund,LAW
9297,the Federal Disability Insurance Trust Fund,the federal disability insurance trust fund,ORG
9298,"Privacy
 ","privacy
 ",ORG
9299,later than November 30 of each year,later than november 30 of each year,DATE
9300,0.3 percent,0.3 percent,PERCENT
9301,a private third,a private third,CARDINAL
9302,B)(viii)(I,b)(viii)(i,NORP
9303,B)(vi,b)(vi,GPE
9304,Driver,driver,ORG
9305,"Privacy
 Protection Act","privacy
 protection act",ACT
9306,section 2721,section 2721,LAW
9307,section 274B.,section 274b.,LAW
9308,the previous 3 years,the previous 3 years,DATE
9309,"less than $3,500","less than $3,500",MONEY
9310,"more than $7,500","more than $7,500",MONEY
9311,"less than $5,000","less than $5,000",MONEY
9312,"less than $10,000","less than $10,000",MONEY
9313,less than $500,less than $500,MONEY
9314,"less than $1,000","less than $1,000",MONEY
9315,"more than $4,000","more than $4,000",MONEY
9316,"less than $2,000","less than $2,000",MONEY
9317,the minute,the minute,TIME
9318,later than 40 days,later than 40 days,DATE
9319,lien,lien,PERSON
9320,"the District of
 Columbia","the district of
 columbia",GPE
9321,mechanic,mechanic,ORG
9322,"Notice
 ","notice
 ",ORG
9323,3002,3002,DATE
9324,chapter 176,chapter 176,LAW
9325,section 554,section 554,LAW
9326,"no more than $10,000","no more than $10,000",MONEY
9327,section 274A(d,section 274a(d,LAW
9328,section 403 of the Illegal Immigration Reform and Immigrant Responsibility Act of 1996,section 403 of the illegal immigration reform and immigrant responsibility act of 1996,ACT
9329,Fraud Resistant,fraud resistant,PERSON
9330,Resistant,resistant,GPE
9331,405(c)(2)(G,405(c)(2)(g,CARDINAL
9332,251(b)(2)(A)(i,251(b)(2)(a)(i,CARDINAL
9333,H. Con,h. con,PERSON
9334,"Multiple
 ","multiple
 ",ORG
9335,274B,274b,CARDINAL
9336,274C,274c,CARDINAL
9337,"the Social Security
 Administration","the social security
 administration",ORG
9338,1324a(d,1324a(d,CARDINAL
9339,section 274A(b,section 274a(b,DATE
9340,section 274A(d)(6,section 274a(d)(6,DATE
9341,EEOC,eeoc,ORG
9342,274B(b,274b(b,DATE
9343,8 U.S.C. 1324b(b,8 u.s.c. 1324b(b,MONEY
9344,"an additional $40,000,000","an additional $40,000,000",MONEY
9345,274B(g)(2)(B,274b(g)(2)(b,CARDINAL
9346,"less than $4,000","less than $4,000",MONEY
9347,"less than $8,000","less than $8,000",MONEY
9348,"Office of the Small Business and Employee
			 Advocate","office of the small business and employee
			 advocate",ORG
9349,U.S. Citizenship and Immigration Services the Office of the Small Business and Employee Advocate,u.s. citizenship and immigration services the office of the small business and employee advocate,ORG
9350,"108,899,000","108,899,000",MONEY
9351,"2,758,000","2,758,000",MONEY
9352,"20,772,000","20,772,000",MONEY
9353,"10,033,000","10,033,000",MONEY
9354,"24,255,000","24,255,000",MONEY
9355,"11,089,000","11,089,000",MONEY
9356,"18,485,000","18,485,000",MONEY
9357,"8,465,109","8,465,109",MONEY
9358,"2,618,000","2,618,000",MONEY
9359,"8,500,001","8,500,001",MONEY
9360,"202,245,000","202,245,000",MONEY
9361,"500,301","500,301",MONEY
9362,"3,999,093","3,999,093",MONEY
9363,the Railroad Revitalization and Regulatory Reform Act,the railroad revitalization and regulatory reform act,ACT
9364,"2,855,000,000","2,855,000,000",MONEY
9365,"493,000,000","493,000,000",MONEY
9366,"2,247,000,000","2,247,000,000",MONEY
9367,more than nine,more than nine,CARDINAL
9368,"January 1, 2016","january 1, 2016",DATE
9369,"439,443,925","439,443,925",MONEY
9370,"44,234,212,000","44,234,212,000",MONEY
9371,"44,973,212,000","44,973,212,000",MONEY
9372,this fiscal year,this fiscal year,DATE
9373,Interim Approval,interim approval,PERSON
9374,"January 25, 2016","january 25, 2016",DATE
9375,4083,4083,DATE
9376,"283,000,000","283,000,000",MONEY
9377,"374,800,000","374,800,000",MONEY
9378,49 U.S.C. 31108,49 u.s.c. 31108,PERCENT
9379,FEDERAL AUTHORITY,federal authority,ORG
9380,"180,075,000","180,075,000",MONEY
9381,"218,298,000","218,298,000",MONEY
9382,"40,100,000","40,100,000",MONEY
9383,Federal State Partnership for State of Good Repair,federal state partnership for state of good repair,ORG
9384,Fixed Guideway Capital Investment,fixed guideway capital investment,ORG
9385,"31,346,012","31,346,012",MONEY
9386,"175,620,000","175,620,000",MONEY
9387,National Security Multi Mission Vessel Program,national security multi mission vessel program,ORG
9388,National Security,national security,ORG
9389,Maritime Environment and Technology Assistance,maritime environment and technology assistance,ORG
9390,the Office of the Secretary’s,the office of the secretary’s,ORG
9391,National Surface Transportation and Innovative Finance Bureau,national surface transportation and innovative finance bureau,ORG
9392,Title,title,ORG
9393,the United States Department of Transportation,the united states department of transportation,ORG
9394,106–398,106–398,CARDINAL
9395,10313(g,10313(g,DATE
9396,"20,500,000","20,500,000",MONEY
9397,"57,000,000","57,000,000",MONEY
9398,"14,708,000","14,708,000",MONEY
9399,"518,303,000","518,303,000",MONEY
9400,"10,762,000","10,762,000",MONEY
9401,the Office of the Chief Operations Officer,the office of the chief operations officer,ORG
9402,"50,340,000","50,340,000",MONEY
9403,"92,006,000","92,006,000",MONEY
9404,"205,873,000","205,873,000",MONEY
9405,"38,245,000","38,245,000",MONEY
9406,"49,588,000","49,588,000",MONEY
9407,"19,065,000","19,065,000",MONEY
9408,"3,570,000","3,570,000",MONEY
9409,"4,975,000","4,975,000",MONEY
9410,the Office of Strategic Planning and Management,the office of strategic planning and management,ORG
9411,"43,879,000","43,879,000",MONEY
9412,Information Technology Fund,information technology fund,ORG
9413,"216,633,000","216,633,000",MONEY
9414,"107,554,000","107,554,000",MONEY
9415,"24,065,000","24,065,000",MONEY
9416,"69,808,000","69,808,000",MONEY
9417,"7,600,000","7,600,000",MONEY
9418,"2,960,000,000","2,960,000,000",MONEY
9419,Home Investment Partnerships Program,home investment partnerships program,ORG
9420,Improving Performance,improving performance,ORG
9421,Accountability,accountability,ORG
9422,"2,383,000,000","2,383,000,000",MONEY
9423,"573,000,000","573,000,000",MONEY
9424,"8,190,000","8,190,000",MONEY
9425,Homelessness,homelessness,PERSON
9426,"570,000","570,000",MONEY
9427,Public Housing Tenant Protection and,public housing tenant protection and,ORG
9428,1437p,1437p,DATE
9429,section 8(o)(13,section 8(o)(13,LAW
9430,at least 90 percent,at least 90 percent,PERCENT
9431,the last 24 months,the last 24 months,DATE
9432,the Quality Housing and Work Responsibility Act,the quality housing and work responsibility act,ACT
9433,13663,13663,DATE
9434,1437n(f,1437n(f,CARDINAL
9435,20 and 21,20 and 21,CARDINAL
9436,1437r,1437r,DATE
9437,6(k,6(k,CARDINAL
9438,1437d(f,1437d(f,CARDINAL
9439,964,964,CARDINAL
9440,Bedrooms,bedrooms,ORG
9441,at least one third,at least one third,CARDINAL
9442,The Uniform Relocation and Real Property Acquisition Policies Act,the uniform relocation and real property acquisition policies act,ACT
9443,the public housing agency,the public housing agency,ORG
9444,the 150 day,the 150 day,DATE
9445,the Uniform Relocation Assistance and Real Property Acquisition Policies Act,the uniform relocation assistance and real property acquisition policies act,ACT
9446,804,804,CARDINAL
9447,85.31,85.31,CARDINAL
9448,970,970,CARDINAL
9449,"October 16, 2014","october 16, 2014",DATE
9450,62250,62250,DATE
9451,Docket No,docket no,ORG
9452,Public Housing Preservation,public housing preservation,ORG
9453,Rehabilitation,rehabilitation,ORG
9454,Capital,capital,ORG
9455,the Operating Fund,the operating fund,ORG
9456,661a,661a,PRODUCT
9457,1437g(g,1437g(g,CARDINAL
9458,Co Applicants,co applicants,PERSON
9459,Independent Agencies Appropriations Act,independent agencies appropriations act,ACT
9460,section 304,section 304,LAW
9461,One hundred percent,one hundred percent,PERCENT
9462,section 315(1)(E,section 315(1)(e,LAW
9463,808,808,CARDINAL
9464,the Multifamily Housing Property Disposition Reform Act,the multifamily housing property disposition reform act,ACT
9465,Committee on Financial Services,committee on financial services,ORG
9466,Agriculture through Rural Housing Service,agriculture through rural housing service,ORG
9467,no fewer than 20 years,no fewer than 20 years,DATE
9468,section 221(d)(3,section 221(d)(3,LAW
9469,1715l,1715l,DATE
9470,Cranston Gonzalez National Affordable Housing Act,cranston gonzalez national affordable housing act,ACT
9471,1437u,1437u,DATE
9472,section 307(c)(1,section 307(c)(1,LAW
9473,Pilot Program,pilot program,ORG
9474,Train Public Housing Residents,train public housing residents,ORG
9475,Home Based Health Services,home based health services,ORG
9476,age 62,age 62,DATE
9477,home health services,home health services,ORG
9478,1395x(m,1395x(m,CARDINAL
9479,section 1905(a)(24,section 1905(a)(24,LAW
9480,42 U.S.C. 1396d(a)(24,42 u.s.c. 1396d(a)(24,MONEY
9481,1915,1915,DATE
9482,1396n,1396n,DATE
9483,the Housing Act of 1949,the housing act of 1949,ACT
9484,"the fiscal years 2018, 2019","the fiscal years 2018, 2019",DATE
9485,12291,12291,DATE
9486,Technological,technological,ORG
9487,50 or,50 or,TIME
9488,IP,ip,ORG
9489,The Office on Violence Against Women,the office on violence against women,ORG
9490,10228,10228,DATE
9491,16)(C)(i,16)(c)(i,CARDINAL
9492,10441,10441,DATE
9493,"later than March 7, 2022","later than march 7, 2022",DATE
9494,8) or,8) or,CARDINAL
9495,1001(a)(18,1001(a)(18,CARDINAL
9496,10261(a)(18,10261(a)(18,CARDINAL
9497,10461,10461,DATE
9498,34 U.S.C. 10261(a)(19,34 u.s.c. 10261(a)(19,MONEY
9499,the Violence Against Women and Department of Justice Reauthorization Act,the violence against women and department of justice reauthorization act,ACT
9500,2265(d)(3,2265(d)(3,CARDINAL
9501,Dating Violence,dating violence,PERSON
9502,41601(f)(1,41601(f)(1,CARDINAL
9503,12511(f)(1,12511(f)(1,CARDINAL
9504,12341,12341,DATE
9505,12421,12421,DATE
9506,12451,12451,DATE
9507,Department of Justice Reauthorization Act,department of justice reauthorization act,ACT
9508,20125,20125,DATE
9509,280b–4,280b–4,CARDINAL
9510,12463,12463,DATE
9511,Healthcare Systems,healthcare systems,ORG
9512,12491,12491,DATE
9513,Continuums of Care,continuums of care,ORG
9514,Memoranda of Understanding,memoranda of understanding,ORG
9515,Continua of Care,continua of care,ORG
9516,the Tenant Based Rental Assistance,the tenant based rental assistance,ORG
9517,"at least $20,000,000","at least $20,000,000",MONEY
9518,up to 20 percent,up to 20 percent,PERCENT
9519,Section 42 U.S.C.A.,section 42 u.s.c.a.,ORG
9520,14043(e)–11,14043(e)–11,CARDINAL
9521,Chapter N,chapter n,LAW
9522,section 802,section 802,LAW
9523,section 41411,section 41411,LAW
9524,Department of Housing and Urban Development Violence Against Women,department of housing and urban development violence against women,ORG
9525,the Department of Housing and Urban Development a Violence Against Women,the department of housing and urban development a violence against women,ORG
9526,Fair Housing and Equal Opportunity,fair housing and equal opportunity,ORG
9527,section 104(b,section 104(b,DATE
9528,5304(b,5304(b,DATE
9529,41411,41411,DATE
9530,12351,12351,DATE
9531,McKinney Vento Homeless Assistance Grants,mckinney vento homeless assistance grants,ORG
9532,11386b,11386b,DATE
9533,section 423(a)(6,section 423(a)(6,LAW
9534,section 423(a)(13,section 423(a)(13,LAW
9535,12475,12475,DATE
9536,a)(19,a)(19,ORG
9537,42 U.S.C. 503(a,42 u.s.c. 503(a,MONEY
9538,section 303(a)(4)(B,section 303(a)(4)(b,LAW
9539,402(a)(8,402(a)(8,CARDINAL
9540,Temporary Assistance,temporary assistance,ORG
9541,"12,000,000","12,000,000",MONEY
9542,at least 25,at least 25,CARDINAL
9543,40911,40911,CARDINAL
9544,921,921,CARDINAL
9545,section 925A,section 925a,ORG
9546,925A,925a,PRODUCT
9547,Safety for Indian Women,safety for indian women,ORG
9548,1304,1304,DATE
9549,stepbrother,stepbrother,PERSON
9550,each of fiscal years 2019 to 2023,each of fiscal years 2019 to 2023,DATE
9551,tribal land,tribal land,ORG
9552,"up to $5,000","up to $5,000",MONEY
9553,1165,1165,DATE
9554,10442,10442,DATE
9555,10443,10443,DATE
9556,10444,10444,DATE
9557,Office on Violence Against Women,office on violence against women,ORG
9558,10445,10445,DATE
9559,20124(a)(1,20124(a)(1,CARDINAL
9560,the Violence Against Women Office,the violence against women office,ORG
9561,Incarcerated Women,incarcerated women,ORG
9562,Ramona Brant Improvement of Conditions For Women in Federal Custody Act,ramona brant improvement of conditions for women in federal custody act,ACT
9563,the Committees on the Judiciary of the House of Representatives,the committees on the judiciary of the house of representatives,ORG
9564,section 4050,section 4050,LAW
9565,30 months,30 months,DATE
9566,12402,12402,DATE
9567,Reauthorization,reauthorization,ORG
9568,the Crime Control Act,the crime control act,ACT
9569,34 U.S.C. 40701,34 u.s.c. 40701,MONEY
9570,"8,465,000","8,465,000",MONEY
9571,"8,500,000","8,500,000",MONEY
9572,"339,000","339,000",MONEY
9573,"602,000","602,000",MONEY
9574,"3,005,000,000","3,005,000,000",MONEY
9575,"498,000,000","498,000,000",MONEY
9576,"2,392,000,000","2,392,000,000",MONEY
9577,more than seven,more than seven,CARDINAL
9578,year 2012,year 2012,DATE
9579,1.0 percent,1.0 percent,PERCENT
9580,North Dakota,north dakota,GPE
9581,the Interstate System,the interstate system,ORG
9582,the Transportation Equity Act,the transportation equity act,ACT
9583,MOTOR CARRIER SAFETY,motor carrier safety,ORG
9584,NATIONAL MOTOR CARRIER SAFETY,national motor carrier safety,ORG
9585,"210,000,000","210,000,000",MONEY
9586,up to $,up to $,MONEY
9587,"350,000","350,000",MONEY
9588,"92,547,000","92,547,000",MONEY
9589,"35,547,000","35,547,000",MONEY
9590,section 24407(c)(2,section 24407(c)(2,LAW
9591,"36,028,000","36,028,000",MONEY
9592,"228,642,000","228,642,000",MONEY
9593,the National Security Multi Mission Vessel,the national security multi mission vessel,ORG
9594,"14,179,000","14,179,000",MONEY
9595,the Short Sea Transportation Program,the short sea transportation program,LOC
9596,Marine Highways,marine highways,PERSON
9597,55601(b)(1,55601(b)(1,CARDINAL
9598,"27,000,000","27,000,000",MONEY
9599,Pipeline Safety Information Grants,pipeline safety information grants,ORG
9600,114–183,114–183,CARDINAL
9601,"92,100,000","92,100,000",MONEY
9602,"15,645,000","15,645,000",MONEY
9603,"520,190,000","520,190,000",MONEY
9604,"52,200,000","52,200,000",MONEY
9605,"95,400,000","95,400,000",MONEY
9606,"206,140,000","206,140,000",MONEY
9607,"39,300,000","39,300,000",MONEY
9608,"53,500,000","53,500,000",MONEY
9609,"19,500,000","19,500,000",MONEY
9610,"3,800,000","3,800,000",MONEY
9611,"4,950,000","4,950,000",MONEY
9612,"45,400,000","45,400,000",MONEY
9613,"108,300,000","108,300,000",MONEY
9614,"383,000,000","383,000,000",MONEY
9615,"25,400,000","25,400,000",MONEY
9616,"72,400,000","72,400,000",MONEY
9617,"8,200,000","8,200,000",MONEY
9618,Native Hawaiian Housing Block Grant,native hawaiian housing block grant,ORG
9619,"3,060,000,000","3,060,000,000",MONEY
9620,"950,000,000","950,000,000",MONEY
9621,"2,456,000,000","2,456,000,000",MONEY
9622,"47,000,000","47,000,000",MONEY
9623,"160,000,000","160,000,000",MONEY
9624,"126,000,000","126,000,000",MONEY
9625,Units,units,ORG
9626,11318,11318,DATE
9627,fiscal years 2011,fiscal years 2011,DATE
9628,21st Century AIRR,21st century airr,DATE
9629,General Fund,general fund,ORG
9630,48101,48101,DATE
9631,section 48101,section 48101,LAW
9632,48101a,48101a,DATE
9633,48102,48102,DATE
9634,48103,48103,DATE
9635,106(k)(2,106(k)(2,CARDINAL
9636,9502,9502,DATE
9637,"8,073,000,000","8,073,000,000",MONEY
9638,"8,223,000,000","8,223,000,000",MONEY
9639,"8,374,000,000","8,374,000,000",MONEY
9640,only to fiscal years beginning after,only to fiscal years beginning after,DATE
9641,fiscal years 2017,fiscal years 2017,DATE
9642,section 47114(d)(2,section 47114(d)(2,LAW
9643,47114(d)(3)(B,47114(d)(3)(b,DATE
9644,the American Air Navigation Services Corporation,the american air navigation services corporation,ORG
9645,section 90302(c)(3,section 90302(c)(3,LAW
9646,more than 60 percent,more than 60 percent,PERCENT
9647,American Air Navigation Services Corporation,american air navigation services corporation,ORG
9648,Air Traffic Services Provider,air traffic services provider,ORG
9649,Transfer of Air Traffic Services,transfer of air traffic services,ORG
9650,90501,90501,DATE
9651,section 90306,section 90306,LAW
9652,Passenger Air Carrier Nomination Panel,passenger air carrier nomination panel,ORG
9653,"more than 30,000,000","more than 30,000,000",CARDINAL
9654,Cargo Air Carrier Nomination Panel,cargo air carrier nomination panel,ORG
9655,"more than 1,000,000","more than 1,000,000",CARDINAL
9656,General Aviation Nomination Panel,general aviation nomination panel,ORG
9657,Business Aviation Nomination Panel,business aviation nomination panel,ORG
9658,Air Traffic Controller Nomination Panel,air traffic controller nomination panel,ORG
9659,Airport Nomination Panel,airport nomination panel,ORG
9660,Nomination Panel,nomination panel,ORG
9661,Board of Directors,board of directors,ORG
9662,Composition of Board,composition of board,ORG
9663,section 90307,section 90307,DATE
9664,Directors,directors,ORG
9665,b)(11,b)(11,GPE
9666,the Board of the,the board of the,ORG
9667,Nomination Panels,nomination panels,ORG
9668,the preceding 2 years,the preceding 2 years,DATE
9669,section 90312,section 90312,LAW
9670,Committees of Board,committees of board,ORG
9671,Safety Committee,safety committee,ORG
9672,Compensation Committee,compensation committee,ORG
9673,Authority of Board,authority of board,ORG
9674,section 90306(c)(1)(B,section 90306(c)(1)(b,LAW
9675,Authority of Corporation,authority of corporation,ORG
9676,at least 180 days,at least 180 days,DATE
9677,section 91105,section 91105,LAW
9678,8713,8713,DATE
9679,8914,8914,DATE
9680,section 91107,section 91107,LAW
9681,chapter 911,chapter 911,LAW
9682,ADS,ads,ORG
9683,the Air Traffic Organization,the air traffic organization,ORG
9684,the Air Traffic Safety Oversight Service,the air traffic safety oversight service,ORG
9685,air traffic management,air traffic management,ORG
9686,46110,46110,DATE
9687,section 46110(a,section 46110(a,LAW
9688,de novo,de novo,PERSON
9689,At least 270 days,at least 270 days,DATE
9690,90313,90313,DATE
9691,"Air Traffic Services Vital for Ensuring Safe
			 Operations","air traffic services vital for ensuring safe
			 operations",ORG
9692,section 90501(c)(3,section 90501(c)(3,LAW
9693,47124,47124,DATE
9694,section 90501(a)(1,section 90501(a)(1,LAW
9695,section 90504,section 90504,LAW
9696,rural airport,rural airport,FAC
9697,1490,1490,DATE
9698,Department of Defense and Other Public Agencies,department of defense and other public agencies,ORG
9699,40102(a,40102(a,DATE
9700,40125,40125,DATE
9701,section 90501,section 90501,LAW
9702,Primacy of Armed Forces,primacy of armed forces,ORG
9703,40107(b,40107(b,CARDINAL
